时间,固废,堆肥
1600,0.00013004207999999995,0.00000265392
1601,0.00013004207999999995,0.00000265392
1602,0.00013004207999999995,0.00000265392
1603,0.00013004207999999995,0.00000265392
1604,0.00013004207999999995,0.00000265392
1605,0.00013004207999999995,0.00000265392
1606,0.00013004207999999995,0.00000265392
1607,0.00013004207999999995,0.00000265392
1608,0.00013004207999999995,0.00000265392
1609,0.00013004207999999995,0.00000265392
1610,0.00013004207999999995,0.00000265392
1611,0.00013004207999999995,0.00000265392
1612,0.00013004207999999995,0.00000265392
1613,0.00013004207999999995,0.00000265392
1614,0.00013004207999999995,0.00000265392
1615,0.00013004207999999995,0.00000265392
1616,0.00013004207999999995,0.00000265392
1617,0.00013004207999999995,0.00000265392
1618,0.00013004207999999995,0.00000265392
1619,0.00013004207999999995,0.00000265392
1620,0.00013004207999999995,0.00000265392
1621,0.00013004207999999995,0.00000265392
1622,0.00013004207999999995,0.00000265392
1623,0.00013004207999999995,0.00000265392
1624,0.00013004207999999995,0.00000265392
1625,0.00013004207999999995,0.00000265392
1626,0.00013004207999999995,0.00000265392
1627,0.00013004207999999995,0.00000265392
1628,0.00013004207999999995,0.00000265392
1629,0.00013004207999999995,0.00000265392
1630,0.00013004207999999995,0.00000265392
1631,0.00013004207999999995,0.00000265392
1632,0.00013004207999999995,0.00000265392
1633,0.00013004207999999995,0.00000265392
1634,0.00013004207999999995,0.00000265392
1635,0.00013004207999999995,0.00000265392
1636,0.00013004207999999995,0.00000265392
1637,0.00013004207999999995,0.00000265392
1638,0.00013004207999999995,0.00000265392
1639,0.00013004207999999995,0.00000265392
1640,0.00013004207999999995,0.00000265392
1641,0.00013004207999999995,0.00000265392
1642,0.00013004207999999995,0.00000265392
1643,0.00013004207999999995,0.00000265392
1644,0.00013004207999999995,0.00000265392
1645,0.00013004207999999995,0.00000265392
1646,0.00013004207999999995,0.00000265392
1647,0.00013004207999999995,0.00000265392
1648,0.00013004207999999995,0.00000265392
1649,0.00013004207999999995,0.00000265392
1650,0.00011508728000000001,0.00000234872
1651,0.00011508728000000001,0.00000234872
1652,0.00011508728000000001,0.00000234872
1653,0.00011508728000000001,0.00000234872
1654,0.00011508728000000001,0.00000234872
1655,0.00011508728000000001,0.00000234872
1656,0.00011508728000000001,0.00000234872
1657,0.00011508728000000001,0.00000234872
1658,0.00011508728000000001,0.00000234872
1659,0.00011508728000000001,0.00000234872
1660,0.00011508728000000001,0.00000234872
1661,0.00011508728000000001,0.00000234872
1662,0.00011508728000000001,0.00000234872
1663,0.00011508728000000001,0.00000234872
1664,0.00011508728000000001,0.00000234872
1665,0.00011508728000000001,0.00000234872
1666,0.00011508728000000001,0.00000234872
1667,0.00011508728000000001,0.00000234872
1668,0.00011508728000000001,0.00000234872
1669,0.00011508728000000001,0.00000234872
1670,0.00011508728000000001,0.00000234872
1671,0.00011508728000000001,0.00000234872
1672,0.00011508728000000001,0.00000234872
1673,0.00011508728000000001,0.00000234872
1674,0.00011508728000000001,0.00000234872
1675,0.00011508728000000001,0.00000234872
1676,0.00011508728000000001,0.00000234872
1677,0.00011508728000000001,0.00000234872
1678,0.00011508728000000001,0.00000234872
1679,0.00011508728000000001,0.00000234872
1680,0.00011508728000000001,0.00000234872
1681,0.00011508728000000001,0.00000234872
1682,0.00011508728000000001,0.00000234872
1683,0.00011508728000000001,0.00000234872
1684,0.00011508728000000001,0.00000234872
1685,0.00011508728000000001,0.00000234872
1686,0.00011508728000000001,0.00000234872
1687,0.00011508728000000001,0.00000234872
1688,0.00011508728000000001,0.00000234872
1689,0.00011508728000000001,0.00000234872
1690,0.00014586418,0.00000297682
1691,0.00014586418,0.00000297682
1692,0.00014586418,0.00000297682
1693,0.00014586418,0.00000297682
1694,0.00014586418,0.00000297682
1695,0.00014586418,0.00000297682
1696,0.00014586418,0.00000297682
1697,0.00014586418,0.00000297682
1698,0.00014586418,0.00000297682
1699,0.00014586418,0.00000297682
1700,0.00014586418,0.00000297682
1701,0.00014586418,0.00000297682
1702,0.00014586418,0.00000297682
1703,0.00014586418,0.00000297682
1704,0.00014586418,0.00000297682
1705,0.00014586418,0.00000297682
1706,0.00014586418,0.00000297682
1707,0.00014586418,0.00000297682
1708,0.00014586418,0.00000297682
1709,0.00014586418,0.00000297682
1710,0.00014586418,0.00000297682
1711,0.00014586418,0.00000297682
1712,0.00014586418,0.00000297682
1713,0.00014586418,0.00000297682
1714,0.00014586418,0.00000297682
1715,0.00014586418,0.00000297682
1716,0.00014586418,0.00000297682
1717,0.00014586418,0.00000297682
1718,0.00014586418,0.00000297682
1719,0.00014586418,0.00000297682
1720,0.00014586418,0.00000297682
1721,0.00014586418,0.00000297682
1722,0.00014586418,0.00000297682
1723,0.00014586418,0.00000297682
1724,0.00014586418,0.00000297682
1725,0.00014586418,0.00000297682
1726,0.00014586418,0.00000297682
1727,0.00014586418,0.00000297682
1728,0.00014586418,0.00000297682
1729,0.00014586418,0.00000297682
1730,0.00014586418,0.00000297682
1731,0.00014586418,0.00000297682
1732,0.00014586418,0.00000297682
1733,0.00014586418,0.00000297682
1734,0.00014586418,0.00000297682
1735,0.00014586418,0.00000297682
1736,0.00014586418,0.00000297682
1737,0.00014586418,0.00000297682
1738,0.00014586418,0.00000297682
1739,0.00014586418,0.00000297682
1740,0.00027178829999999996,0.0000055467
1741,0.00027178829999999996,0.0000055467
1742,0.00027178829999999996,0.0000055467
1743,0.00027178829999999996,0.0000055467
1744,0.00027178829999999996,0.0000055467
1745,0.00027178829999999996,0.0000055467
1746,0.00027178829999999996,0.0000055467
1747,0.00027178829999999996,0.0000055467
1748,0.00027178829999999996,0.0000055467
1749,0.00027178829999999996,0.0000055467
1750,0.00027178829999999996,0.0000055467
1751,0.00027178829999999996,0.0000055467
1752,0.00027178829999999996,0.0000055467
1753,0.00027178829999999996,0.0000055467
1754,0.00027178829999999996,0.0000055467
1755,0.00027178829999999996,0.0000055467
1756,0.00027178829999999996,0.0000055467
1757,0.00027178829999999996,0.0000055467
1758,0.00027178829999999996,0.0000055467
1759,0.00027178829999999996,0.0000055467
1760,0.00027178829999999996,0.0000055467
1761,0.00027178829999999996,0.0000055467
1762,0.00027178829999999996,0.0000055467
1763,0.00027178829999999996,0.0000055467
1764,0.00027178829999999996,0.0000055467
1765,0.00027178829999999996,0.0000055467
1766,0.00027178829999999996,0.0000055467
1767,0.00027178829999999996,0.0000055467
1768,0.00027178829999999996,0.0000055467
1769,0.00027178829999999996,0.0000055467
1770,0.00027178829999999996,0.0000055467
1771,0.00027178829999999996,0.0000055467
1772,0.00027178829999999996,0.0000055467
1773,0.00027178829999999996,0.0000055467
1774,0.00027178829999999996,0.0000055467
1775,0.00027178829999999996,0.0000055467
1776,0.00027178829999999996,0.0000055467
1777,0.00027178829999999996,0.0000055467
1778,0.00027178829999999996,0.0000055467
1779,0.00027178829999999996,0.0000055467
1780,0.00027178829999999996,0.0000055467
1781,0.00027178829999999996,0.0000055467
1782,0.00027178829999999996,0.0000055467
1783,0.00027178829999999996,0.0000055467
1784,0.00027178829999999996,0.0000055467
1785,0.00027178829999999996,0.0000055467
1786,0.00027178829999999996,0.0000055467
1787,0.00027178829999999996,0.0000055467
1788,0.00027178829999999996,0.0000055467
1789,0.00027178829999999996,0.0000055467
1790,0.00042913906,0.00000875794
1791,0.00042913906,0.00000875794
1792,0.00042913906,0.00000875794
1793,0.00042913906,0.00000875794
1794,0.00042913906,0.00000875794
1795,0.00042913906,0.00000875794
1796,0.00042913906,0.00000875794
1797,0.00042913906,0.00000875794
1798,0.00042913906,0.00000875794
1799,0.00042913906,0.00000875794
1800,0.00042913906,0.00000875794
1801,0.00042913906,0.00000875794
1802,0.00042913906,0.00000875794
1803,0.00042913906,0.00000875794
1804,0.00042913906,0.00000875794
