时间,固废,堆肥
1805,0.00042913906,0.00000875794
1806,0.00042913906,0.00000875794
1807,0.00042913906,0.00000875794
1808,0.00042913906,0.00000875794
1809,0.00042913906,0.00000875794
1810,0.00042913906,0.00000875794
1811,0.00042913906,0.00000875794
1812,0.00042913906,0.00000875794
1813,0.00042913906,0.00000875794
1814,0.00042913906,0.00000875794
1815,0.00042913906,0.00000875794
1816,0.00042913906,0.00000875794
1817,0.00042913906,0.00000875794
1818,0.00042913906,0.00000875794
1819,0.00042913906,0.00000875794
1820,0.00042913906,0.00000875794
1821,0.00042913906,0.00000875794
1822,0.00042913906,0.00000875794
1823,0.00042913906,0.00000875794
1824,0.00042913906,0.00000875794
1825,0.00042913906,0.00000875794
1826,0.00042913906,0.00000875794
1827,0.00042913906,0.00000875794
1828,0.00042913906,0.00000875794
1829,0.00042913906,0.00000875794
1830,0.00042913906,0.00000875794
1831,0.00042913906,0.00000875794
1832,0.00042913906,0.00000875794
1833,0.00042913906,0.00000875794
1834,0.00042913906,0.00000875794
1835,0.00042913906,0.00000875794
1836,0.00042913906,0.00000875794
1837,0.00042913906,0.00000875794
1838,0.00042913906,0.00000875794
1839,0.00042913906,0.00000875794
1840,0.0009102945599999999,0.00001857744
1841,0.0009102945599999999,0.00001857744
1842,0.0009102945599999999,0.00001857744
1843,0.0009102945599999999,0.00001857744
1844,0.0009102945599999999,0.00001857744
1845,0.0009102945599999999,0.00001857744
1846,0.0009102945599999999,0.00001857744
1847,0.0009102945599999999,0.00001857744
1848,0.0009102945599999999,0.00001857744
1849,0.0009102945599999999,0.00001857744
1850,0.0009102945599999999,0.00001857744
1851,0.0009102945599999999,0.00001857744
1852,0.0009102945599999999,0.00001857744
1853,0.0009102945599999999,0.00001857744
1854,0.0009102945599999999,0.00001857744
1855,0.0009102945599999999,0.00001857744
1856,0.0009102945599999999,0.00001857744
1857,0.0009102945599999999,0.00001857744
1858,0.0009102945599999999,0.00001857744
1859,0.0009102945599999999,0.00001857744
1860,0.0009102945599999999,0.00001857744
1861,0.0009102945599999999,0.00001857744
1862,0.0009102945599999999,0.00001857744
1863,0.0009102945599999999,0.00001857744
1864,0.0009102945599999999,0.00001857744
1865,0.0009102945599999999,0.00001857744
1866,0.0009102945599999999,0.00001857744
1867,0.0009102945599999999,0.00001857744
1868,0.0009102945599999999,0.00001857744
1869,0.0009102945599999999,0.00001857744
1870,0.0009102945599999999,0.00001857744
1871,0.0009102945599999999,0.00001857744
1872,0.0009102945599999999,0.00001857744
1873,0.0009102945599999999,0.00001857744
1874,0.0009102945599999999,0.00001857744
1875,0.0009102945599999999,0.00001857744
1876,0.0009102945599999999,0.00001857744
1877,0.0009102945599999999,0.00001857744
1878,0.0009102945599999999,0.00001857744
1879,0.0009102945599999999,0.00001857744
1880,0.0009102945599999999,0.00001857744
1881,0.0009102945599999999,0.00001857744
1882,0.0009102945599999999,0.00001857744
1883,0.0009102945599999999,0.00001857744
1884,0.0009102945599999999,0.00001857744
1885,0.0009102945599999999,0.00001857744
1886,0.0009102945599999999,0.00001857744
1887,0.0009102945599999999,0.00001857744
1888,0.0009102945599999999,0.00001857744
1889,0.0009102945599999999,0.00001857744
1890,0.0009102945599999999,0.00001857744
1891,0.0009102945599999999,0.00001857744
1892,0.0009102945599999999,0.00001857744
1893,0.0009102945599999999,0.00001857744
1894,0.0009102945599999999,0.00001857744
1895,0.0009102945599999999,0.00001857744
1896,0.0009102945599999999,0.00001857744
1897,0.0009102945599999999,0.00001857744
1898,0.0009102945599999999,0.00001857744
1899,0.0009102945599999999,0.00001857744
1900,0.00100457546,0.000020501540000000003
1901,0.00100457546,0.000020501540000000003
1902,0.00100457546,0.000020501540000000003
1903,0.00100457546,0.000020501540000000003
1904,0.00100457546,0.000020501540000000003
1905,0.00100457546,0.000020501540000000003
1906,0.00100457546,0.000020501540000000003
1907,0.00100457546,0.000020501540000000003
1908,0.00100457546,0.000020501540000000003
1909,0.00100457546,0.000020501540000000003
1910,0.00100457546,0.000020501540000000003
1911,0.00100457546,0.000020501540000000003
1912,0.02061086314,0.00042062986000000003
1913,0.02061086314,0.00042062986000000003
1914,0.02061086314,0.00042062986000000003
1915,0.02061086314,0.00042062986000000003
1916,0.02061086314,0.00042062986000000003
1917,0.02061086314,0.00042062986000000003
1918,0.02061086314,0.00042062986000000003
1919,0.02061086314,0.00042062986000000003
1920,0.02061086314,0.00042062986000000003
1921,0.02061086314,0.00042062986000000003
1922,0.02061086314,0.00042062986000000003
1923,0.02061086314,0.00042062986000000003
1924,0.02061086314,0.00042062986000000003
1925,0.02061086314,0.00042062986000000003
1926,0.02061086314,0.00042062986000000003
1927,0.024296995939999996,0.0004958570599999999
1928,0.024296995939999996,0.0004958570599999999
1929,0.024296995939999996,0.0004958570599999999
1930,0.024296995939999996,0.0004958570599999999
1931,0.024296995939999996,0.0004958570599999999
1932,0.024296995939999996,0.0004958570599999999
1933,0.024296995939999996,0.0004958570599999999
1934,0.024296995939999996,0.0004958570599999999
1935,0.024296995939999996,0.0004958570599999999
1936,0.024296995939999996,0.0004958570599999999
1937,0.05221795348,0.00106567252
1938,0.05221795348,0.00106567252
1939,0.05221795348,0.00106567252
1940,0.05221795348,0.00106567252
1941,0.05221795348,0.00106567252
1942,0.05221795348,0.00106567252
1943,0.05221795348,0.00106567252
1944,0.05221795348,0.00106567252
1945,0.05221795348,0.00106567252
1946,0.026184505339999997,0.00053437766
1947,0.026184505339999997,0.00053437766
1948,0.026184505339999997,0.00053437766
1949,0.0179412618,0.0003661482
1950,0.01804911864,0.00036834936
1951,0.01916981038,0.00039122062
1952,0.02157126902,0.00044022998000000003
1953,0.023157186360000002,0.00047259564000000007
1954,0.02451855924,0.00050037876
1955,0.023708838160000002,0.00048385384
1956,0.024961481999999997,0.000509418
1957,0.030521773659999998,0.0006228933400000001
1958,0.0360285779,0.0007352770999999999
1959,0.03103441362,0.0006333553799999999
1960,0.03372993302,0.00068836598
1961,0.03012857904,0.00061486896
1962,0.028084724359999997,0.00057315764
1963,0.0321591361,0.0006563088999999999
1964,0.037324549500000005,0.0007617255
1965,0.03960586797999999,0.00080828302
1966,0.04147719366,0.0008464733400000001
1967,0.042411496259999994,0.00086554074
1968,0.042956148900000005,0.0008766561000000001
1969,0.04325936188,0.0008828441200000001
1970,0.044143506815799996,0.0009008878942
1971,0.04747618437799999,0.000968901722
1972,0.05027565551399998,0.0010260337859999999
1973,0.051549409239999996,0.00105202876
1974,0.052045631945999996,0.001062155754
1975,0.053328954882,0.001088346018
1976,0.054932395700000004,0.0011210693
1977,0.05631722096,0.00114933104
1978,0.05734745282,0.00117035618
1979,0.04516847533176235,0.013710181668237648
1980,0.06264075516428691,0.004616990835713071
1981,0.05899296253794967,0.003910335462050328
1982,0.0648858304192,0.0042004455808
1983,0.06846966789796852,0.005184833102031474
1984,0.07526123956444652,0.003964447435553475
1985,0.0843627624362186,0.004610638563781414
1986,0.09548758216731744,0.001353336832682555
1987,0.1047620227245992,0.001058598275400805
1988,0.11333296088386902,0.0014429311161309843
1989,0.122211980271986,0.00211433772801401
1990,0.14032186478073072,0.004369786219269284
1991,0.1568263667224957,0.003992395277504317
1992,0.1652436741130035,0.009135532886996488
1993,0.17958351406208256,0.013239088937917457
1994,0.20791768654643344,0.01649851445356656
1995,0.23680148992383016,0.022345828076169853
1996,0.22643925133423848,0.01934171366576153
1997,0.24788826934714847,0.023817583652851537
1998,0.26294353147280447,0.026585852527195444
1999,0.2729155771267645,0.02929371987323549
2000,0.2976392245513897,0.03085110344861033
2001,0.3200568436069198,0.031286638393080164
2002,0.3331598279621439,0.030151137037856157
2003,0.3667925696445858,0.020079210551883712
2004,0.3853679067282614,0.019612814271738683
2005,0.4002333883346305,0.010626925665369482
2006,0.40418553474196145,0.009090375258038538
2007,0.41278873891078427,0.010294136089215684
2008,0.4310656020751945,0.008927836924805562
2009,0.44909316573083174,0.009067706596234642
2010,0.46151291474330136,0.01207568525669869
2011,0.4708873864351039,0.012591385564896102
2012,0.4888692399875374,0.011509871012462624
